,Date,Close,Rolling Close Df
0,1990-07-03,279.02,
1,1990-07-05,284.04,
2,1990-07-06,289.04,
3,1990-07-09,289.69,
4,1990-07-10,288.69,
5,1990-07-11,293.3,
6,1990-07-12,296.21,
7,1990-07-13,296.34,
8,1990-07-16,287.96,
9,1990-07-17,295.39,
10,1990-07-18,298.23,
11,1990-07-19,301.5,
12,1990-07-20,302.59,
13,1990-07-25,321.76,
14,1990-07-26,323.58,
15,1990-07-27,329.65,
16,1990-07-30,347.44,
17,1990-08-03,337.29,
18,1990-08-07,331.45,
19,1990-08-08,322.11,
20,1990-08-09,325.69,
21,1990-08-10,333.35,
22,1990-08-13,348.98,
23,1990-08-16,349.39,
24,1990-08-17,347.99,
25,1990-08-20,353.19,
26,1990-08-21,363.66,
27,1990-08-22,369.95,
28,1990-08-23,368.14,
29,1990-08-27,384.78,
30,1990-08-28,384.39,105.37
31,1990-08-29,384.88,100.83999999999997
32,1990-08-30,400.06,111.01999999999998
33,1990-09-03,407.13,117.44
34,1990-09-04,392.47,103.78000000000003
35,1990-09-05,389.82,96.51999999999998
36,1990-09-06,396.51,100.30000000000001
37,1990-09-07,404.11,107.77000000000004
38,1990-09-10,411.11,123.15000000000003
39,1990-09-11,422.07,126.68
40,1990-09-12,414.16,115.93
41,1990-09-14,396.5,95.0
42,1990-09-18,415.18,112.59000000000003
43,1990-09-19,419.46,97.69999999999999
44,1990-09-20,421.32,97.74000000000001
45,1990-09-21,434.08,104.43
46,1990-09-25,452.36,104.92000000000002
47,1990-09-26,436.16,98.87
48,1990-09-27,439.72,108.27000000000004
49,1990-10-04,439.55,117.44
50,1990-10-09,480.38,154.69
51,1990-10-11,449.25,115.89999999999998
52,1990-10-12,429.29,80.31
53,1990-10-15,398.92,49.53000000000003
54,1990-10-18,405.72,57.73000000000002
55,1990-10-22,383.75,30.560000000000002
56,1990-10-25,404.15,40.48999999999995
57,1990-10-26,397.04,27.090000000000032
58,1990-10-31,403.66,35.52000000000004
59,1990-11-01,412.9,28.120000000000005
60,1990-11-05,416.08,31.689999999999998
61,1990-11-07,428.21,43.329999999999984
62,1990-11-08,435.18,35.120000000000005
63,1990-11-09,430.25,23.120000000000005
64,1990-11-12,403.06,10.589999999999975
65,1990-11-14,405.7,15.879999999999995
66,1990-11-16,408.34,11.829999999999984
67,1990-11-21,391.83,-12.28000000000003
68,1990-11-22,383.69,-27.420000000000016
69,1990-11-23,399.67,-22.399999999999977
70,1990-11-26,405.0,-9.160000000000025
71,1990-11-27,393.78,-2.7200000000000273
72,1990-11-29,373.33,-41.85000000000002
73,1990-11-30,367.69,-51.76999999999998
74,1990-12-03,371.14,-50.18000000000001
75,1990-12-04,359.86,-74.21999999999997
76,1990-12-05,359.21,-93.15000000000003
77,1990-12-06,363.06,-73.10000000000002
78,1990-12-10,371.86,-67.86000000000001
79,1990-12-11,368.22,-71.32999999999998
80,1990-12-12,372.37,-108.00999999999999
81,1990-12-13,378.88,-70.37
82,1990-12-14,382.16,-47.129999999999995
83,1990-12-17,367.42,-31.5
84,1990-12-18,347.93,-57.79000000000002
85,1990-12-19,333.33,-50.420000000000016
86,1990-12-21,326.93,-77.21999999999997
87,1990-12-24,330.86,-66.18
88,1991-01-02,318.95,-84.71000000000004
89,1991-01-03,314.01,-98.88999999999999
90,1991-01-07,318.12,-97.95999999999998
91,1991-01-09,321.49,-106.71999999999997
92,1991-01-11,326.37,-108.81
93,1991-01-14,323.42,-106.82999999999998
94,1991-01-23,319.49,-83.57
95,1991-01-24,312.07,-93.63
96,1991-01-25,306.22,-102.11999999999995
97,1991-01-31,314.36,-77.46999999999997
98,1991-02-01,324.29,-59.39999999999998
99,1991-02-04,334.83,-64.84000000000003
100,1991-02-05,339.98,-65.01999999999998
101,1991-02-06,338.21,-55.56999999999999
102,1991-02-07,330.4,-42.93000000000001
103,1991-02-08,329.5,-38.19
104,1991-02-11,324.61,-46.52999999999997
105,1991-02-13,322.24,-37.620000000000005
106,1991-02-14,326.76,-32.44999999999999
107,1991-02-15,331.06,-32.0
108,1991-02-19,361.63,-10.230000000000018
109,1991-02-20,360.52,-7.7000000000000455
110,1991-02-21,362.78,-9.590000000000032
111,1991-02-22,369.57,-9.310000000000002
112,1991-02-25,369.03,-13.130000000000052
113,1991-02-26,377.39,9.96999999999997
114,1991-02-27,379.84,31.909999999999968
115,1991-02-28,379.94,46.610000000000014
116,1991-03-04,381.5,54.56999999999999
117,1991-03-05,385.62,54.75999999999999
118,1991-03-07,361.3,42.35000000000002
119,1991-03-08,371.44,57.43000000000001
120,1991-03-11,367.66,49.54000000000002
121,1991-03-12,365.41,43.920000000000016
122,1991-03-13,364.09,37.71999999999997
123,1991-03-14,375.52,52.099999999999966
124,1991-03-15,375.79,56.30000000000001
125,1991-03-18,367.04,54.97000000000003
126,1991-03-20,367.41,61.19
127,1991-03-21,364.74,50.379999999999995
128,1991-03-22,366.46,42.16999999999996
129,1991-03-25,361.79,26.960000000000036
130,1991-03-26,365.44,25.45999999999998
131,1991-03-27,366.45,28.24000000000001
132,1991-04-01,372.7,42.30000000000001
133,1991-04-02,377.36,47.860000000000014
134,1991-04-03,376.92,52.31
135,1991-04-04,375.41,53.170000000000016
136,1991-04-05,380.57,53.81
137,1991-04-08,387.0,55.94
138,1991-04-09,387.57,25.939999999999998
139,1991-04-11,393.43,32.910000000000025
140,1991-04-12,402.4,39.620000000000005
141,1991-04-15,406.93,37.360000000000014
142,1991-04-16,398.33,29.30000000000001
143,1991-04-18,397.28,19.889999999999986
144,1991-04-19,403.38,23.54000000000002
145,1991-04-22,404.75,24.810000000000002
146,1991-04-23,401.78,20.279999999999973
